"country"	"year"	"continent"	"population"	"life_exp"	"gdp_per_cap"	"gini"
"Guatemala"	1853	"americas"	884000	25.8	1120	37.4
"Guinea"	1853	"africa"	1320000	30.1	483	34.4
"Guinea-Bissau"	1853	"africa"	272000	32	801	49.5
"Guyana"	1853	"americas"	208000	31.1	1520	39.5
"Haiti"	1853	"americas"	971000	29	889	47.5
"Honduras"	1853	"americas"	348000	33.9	1030	58.5
"Hungary"	1853	"europe"	5270000	36	1620	27
"Iceland"	1853	"europe"	76200	48.6	1330	25.8
"India"	1853	"asia"	199000000	25.4	1060	37.9
"Indonesia"	1853	"asia"	22600000	30	1050	32.9
"Iran"	1853	"asia"	7730000	25.6	1040	62.4
"Iraq"	1853	"asia"	1400000	31.2	1110	44.3
"Ireland"	1853	"europe"	4800000	38.3	2320	27.2
"Israel"	1853	"asia"	218000	32	886	34.7
"Italy"	1853	"europe"	25000000	29.7	2350	52.8
"Jamaica"	1853	"americas"	419000	34.2	913	41.3
"Japan"	1853	"asia"	32500000	36.4	1140	40.5
"Jordan"	1853	"asia"	249000	31.7	1120	36.9
"Kazakhstan"	1853	"asia"	2760000	26.2	1440	35.3
"Kenya"	1853	"africa"	2580000	25.5	1010	54.1
"Kiribati"	1853	"asia"	19900	24.9	577	37
"Kuwait"	1853	"asia"	81200	26	1340	40
"Kyrgyz Republic"	1853	"asia"	718000	23.9	681	36.9
"Lao"	1853	"asia"	643000	31.9	938	32.6
"Latvia"	1853	"europe"	801000	33	952	45
"Lebanon"	1853	"asia"	420000	29.7	1380	49.4
"Lesotho"	1853	"africa"	354000	32.8	405	56
"Liberia"	1853	"africa"	412000	31.1	873	36.5
"Libya"	1853	"africa"	637000	33.1	1580	40
"Lithuania"	1853	"europe"	1060000	28.9	1610	44.6
"Luxembourg"	1853	"europe"	158000	36.9	2150	33.8
"Macedonia, FYR"	1853	"europe"	525000	36.1	895	31.1
"Madagascar"	1853	"africa"	2110000	30.5	674	38.8
"Malawi"	1853	"africa"	738000	30.3	353	44.8
"Malaysia"	1853	"asia"	568000	30.6	1070	22
"Maldives"	1853	"asia"	51200	32.6	842	41.3
"Mali"	1853	"africa"	1910000	26.4	611	49.2
"Malta"	1853	"europe"	166000	28.7	1060	28
"Mauritania"	1853	"africa"	439000	32	620	40.3
"Mauritius"	1853	"africa"	226000	32.9	1110	38.6
"Mexico"	1853	"americas"	7940000	26.9	1280	31.5
"Micronesia, Fed. Sts."	1853	"asia"	19400	26.7	535	42.4
"Moldova"	1853	"europe"	965000	33.1	745	43.4
"Mongolia"	1853	"asia"	651000	31.8	628	32
"Montenegro"	1853	"europe"	170000	35.4	1370	30.2
"Morocco"	1853	"africa"	3370000	33.1	759	58.3
"Mozambique"	1853	"africa"	2790000	30.3	403	54.8
"Myanmar"	1853	"asia"	3980000	30.8	846	28.4
"Namibia"	1853	"africa"	229000	32.4	887	51.4
"Nepal"	1853	"asia"	4410000	32.8	659	25.8
"Netherlands"	1853	"europe"	3190000	38.6	4530	46.1
"New Zealand"	1853	"asia"	107000	34	2310	38.2
"Nicaragua"	1853	"americas"	356000	25.4	1380	39.4
"Niger"	1853	"africa"	1480000	30.8	525	34.9
"Nigeria"	1853	"africa"	13900000	30.4	1020	45.4
"North Korea"	1853	"asia"	4470000	26	548	37
"Norway"	1853	"europe"	1450000	47.9	1850	32.8
"Oman"	1853	"asia"	350000	32.3	1050	40
"Pakistan"	1853	"asia"	15200000	25.8	1020	27
"Palestine"	1853	"asia"	172000	32.1	1230	34
"Panama"	1853	"americas"	140000	32.9	1230	40.7
"Papua New Guinea"	1853	"asia"	929000	31.5	613	31.8
"Paraguay"	1853	"americas"	344000	35.5	1270	40.8
"Peru"	1853	"americas"	2090000	35.7	1320	43.1
"Philippines"	1853	"asia"	3330000	30.9	1010	31.4
"Poland"	1853	"europe"	13700000	35.9	1480	31.1
"Portugal"	1853	"europe"	3880000	35.6	1750	38.9
"Qatar"	1853	"asia"	14100	30.8	1340	40
"Romania"	1853	"europe"	8170000	35.7	1280	40.5
"Russia"	1853	"europe"	42200000	29.5	1810	48.7
"Rwanda"	1853	"africa"	1140000	31.8	461	42.5
"Samoa"	1853	"asia"	45500	25.4	1570	42.1
"Sao Tome and Principe"	1853	"africa"	29100	31	938	32.1
"Saudi Arabia"	1853	"asia"	2250000	32.1	893	40
"Senegal"	1853	"africa"	1260000	25.2	585	51.8
"Serbia"	1853	"europe"	2870000	35.5	1760	33.7
"Seychelles"	1853	"africa"	14000	37	976	41.3
"Sierra Leone"	1853	"africa"	995000	25.1	863	41.2
"Singapore"	1853	"asia"	59900	34	1100	47
"Slovak Republic"	1853	"europe"	2410000	36.4	1850	39.2
"Slovenia"	1853	"europe"	629000	36.6	1830	23.9
"Solomon Islands"	1853	"asia"	65700	25.1	409	46.1
"Somalia"	1853	"africa"	1230000	29.4	730	50.9
"South Africa"	1853	"africa"	2150000	33.5	1740	35.2
"South Korea"	1853	"asia"	9580000	25.8	545	32
"South Sudan"	1853	"africa"	1240000	26.7	597	45
"Spain"	1853	"europe"	15100000	29.5	1720	27.3
"Sri Lanka"	1853	"asia"	2280000	32.6	987	37.2
"St. Lucia"	1853	"americas"	25100	28	977	42.6
"St. Vincent and the Grenadines"	1853	"americas"	30500	26	1050	40
"Sudan"	1853	"africa"	4700000	31.4	610	33.9
"Suriname"	1853	"americas"	104000	32.9	2050	45.6
"Swaziland"	1853	"africa"	86100	32.3	576	60.5
"Sweden"	1853	"europe"	3550000	40	1740	33.7
"Switzerland"	1853	"europe"	2410000	38	3860	45.8
"Syria"	1853	"asia"	1490000	31.1	1130	50.3
"Tajikistan"	1853	"asia"	632000	24.2	675	36.4
"Tanzania"	1853	"africa"	3390000	32.2	616	27.9
"Thailand"	1853	"asia"	5320000	30.4	979	40.1
"Timor-Leste"	1853	"asia"	198000	28.9	578	35.9
"Togo"	1853	"africa"	596000	31.3	803	43.6
"Tonga"	1853	"asia"	18600	28.2	743	37.7
"Trinidad and Tobago"	1853	"americas"	87500	38.8	1480	45.5
"Tunisia"	1853	"africa"	1070000	28.8	840	78
"Turkey"	1853	"europe"	11200000	35	1460	38.6
"Turkmenistan"	1853	"asia"	498000	24	1200	35
"Uganda"	1853	"africa"	2340000	25.3	545	43.6
"Ukraine"	1853	"europe"	15200000	36.6	967	27.6
"United Arab Emirates"	1853	"asia"	40200	30.7	1220	40
"United Kingdom"	1853	"europe"	23200000	40.6	4900	44.5
"United States"	1853	"americas"	26400000	39.4	3570	41.4
"Uruguay"	1853	"americas"	162000	32.9	3820	54.7
"Uzbekistan"	1853	"asia"	2600000	26.9	557	33.9
"Vanuatu"	1853	"asia"	31900	24.3	657	37.6
"Venezuela"	1853	"americas"	1360000	32.2	791	62.8
"Vietnam"	1853	"asia"	8920000	32	844	34.2
"Yemen"	1853	"asia"	2760000	23.4	1020	52.1
"Zambia"	1853	"africa"	747000	32.6	754	54.5
"Zimbabwe"	1853	"africa"	1380000	33.7	926	27.5
"Afghanistan"	1854	"asia"	3870000	27.7	678	35
"Albania"	1854	"europe"	523000	35.4	723	38.9
"Algeria"	1854	"africa"	3390000	28.8	1060	57.9
"Angola"	1854	"africa"	2020000	27	783	46.1
"Antigua and Barbuda"	1854	"americas"	36900	33.5	954	40
"Argentina"	1854	"americas"	1230000	33.2	2450	38
"Armenia"	1854	"europe"	564000	34	587	38
"Australia"	1854	"asia"	926000	34	4360	39.8
"Austria"	1854	"europe"	4070000	34.4	3020	22.8
"Azerbaijan"	1854	"europe"	1200000	29.2	939	70.5
"Bahamas"	1854	"americas"	30900	35.2	1820	40
"Bahrain"	1854	"asia"	64500	30.3	1600	40
"Bangladesh"	1854	"asia"	23100000	25.5	879	29.1
"Barbados"	1854	"americas"	140000	32.1	1150	40
"Belarus"	1854	"europe"	3220000	36.2	749	51.2
"Belgium"	1854	"europe"	4560000	39.8	3820	35.3
"Belize"	1854	"americas"	25900	26.5	730	60.3
"Benin"	1854	"africa"	888000	31	705	38.6
"Bhutan"	1854	"asia"	106000	28.8	675	40.9
"Bolivia"	1854	"americas"	1400000	33	1180	39.2
"Bosnia and Herzegovina"	1854	"europe"	1150000	35.1	783	30
"Botswana"	1854	"africa"	121000	33.6	469	47
"Brazil"	1854	"americas"	7720000	32	1120	30.2
"Brunei"	1854	"asia"	4300	29.2	1700	40
"Bulgaria"	1854	"europe"	2510000	38.2	1290	40.5
"Burkina Faso"	1854	"africa"	2130000	29.2	500	38.1
"Burundi"	1854	"africa"	1170000	31.5	439	35.1
"Cambodia"	1854	"asia"	2260000	35	953	42
"Cameroon"	1854	"africa"	2050000	28.8	740	33.6
"Canada"	1854	"americas"	2810000	41.2	2280	30.1
"Cape Verde"	1854	"africa"	75600	33.8	613	52.5
"Central African Republic"	1854	"africa"	564000	30	501	57.6
"Chad"	1854	"africa"	1440000	30.9	494	33.7
"Chile"	1854	"americas"	1510000	32	1420	64.3
"China"	1854	"asia"	395000000	28	991	28.6
"Colombia"	1854	"americas"	2110000	32	1050	59.1
"Comoros"	1854	"africa"	73700	32.1	735	34.1
"Congo, Dem. Rep."	1854	"africa"	6470000	31.6	606	40.4
"Congo, Rep."	1854	"africa"	403000	32.7	670	51.7
"Costa Rica"	1854	"americas"	106000	30.2	1140	42.1
"Cote d Ivoire"	1854	"africa"	1370000	31.2	1010	40.3
"Croatia"	1854	"europe"	1660000	36.1	1750	18.2
"Cuba"	1854	"americas"	1250000	36.5	1620	40
"Cyprus"	1854	"europe"	186000	38.5	1280	30.1
"Czech Republic"	1854	"europe"	6250000	35	2490	32.4
"Denmark"	1854	"europe"	1580000	44.7	2900	35
"Djibouti"	1854	"africa"	29700	29.9	892	36.5
"Dominican Republic"	1854	"americas"	165000	29.9	804	39.9
"Ecuador"	1854	"americas"	852000	32.9	659	41.9
"Egypt"	1854	"africa"	5970000	33	927	35
"El Salvador"	1854	"americas"	391000	28.7	1300	41.2
"Equatorial Guinea"	1854	"africa"	90000	29.8	382	40
"Eritrea"	1854	"africa"	322000	30.2	582	40
"Estonia"	1854	"europe"	457000	38.3	1200	47.8
"Ethiopia"	1854	"africa"	4770000	29.7	530	47.7
"Fiji"	1854	"asia"	136000	26.1	883	35.3
"Finland"	1854	"europe"	1670000	38	1540	47.1
"France"	1854	"europe"	36800000	36.1	2960	68.4
"Gabon"	1854	"africa"	211000	30.6	393	46.3
"Gambia"	1854	"africa"	133000	28.8	840	39.6
"Georgia"	1854	"europe"	1470000	31.9	640	26.9
"Germany"	1854	"europe"	34700000	38.4	2210	41.7
"Ghana"	1854	"africa"	1710000	28	726	36.8
"Greece"	1854	"europe"	3160000	36.6	1840	51.6
"Grenada"	1854	"americas"	32600	37.3	1110	40
"Guatemala"	1854	"americas"	895000	25.8	1130	37.4
"Guinea"	1854	"africa"	1330000	30.1	484	34.4
"Guinea-Bissau"	1854	"africa"	274000	32	801	49.5
"Guyana"	1854	"americas"	210000	31.1	1530	39.5
"Haiti"	1854	"americas"	981000	29	898	47.5
"Honduras"	1854	"americas"	354000	33.9	1040	58.5
"Hungary"	1854	"europe"	5310000	36	1630	27.2
"Iceland"	1854	"europe"	76700	43.1	1340	25.8
"India"	1854	"asia"	200000000	25.4	1060	38
"Indonesia"	1854	"asia"	22800000	30	1050	32.7
"Iran"	1854	"asia"	7760000	25.6	1040	61.9
"Iraq"	1854	"asia"	1410000	31.2	1120	44
"Ireland"	1854	"europe"	4710000	38.3	2350	27.4
"Israel"	1854	"asia"	219000	32	887	34.7
"Italy"	1854	"europe"	25100000	29.7	2190	52.8
"Jamaica"	1854	"americas"	423000	34.2	912	41.3
"Japan"	1854	"asia"	32600000	36.4	1140	40.4
"Jordan"	1854	"asia"	250000	31.7	1120	36.9
"Kazakhstan"	1854	"asia"	2790000	26.2	1450	35.3
"Kenya"	1854	"africa"	2580000	25.5	1010	54.1
"Kiribati"	1854	"asia"	20000	24.9	578	37
"Kuwait"	1854	"asia"	81200	26	1340	40
"Kyrgyz Republic"	1854	"asia"	725000	23.9	687	36.9
"Lao"	1854	"asia"	650000	31.9	940	32.6
"Latvia"	1854	"europe"	808000	33	958	45
"Lebanon"	1854	"asia"	423000	29.7	1390	48.9
"Lesotho"	1854	"africa"	357000	32.8	405	56
"Liberia"	1854	"africa"	415000	31.1	876	36.5
"Libya"	1854	"africa"	641000	33.1	1600	40
"Lithuania"	1854	"europe"	1070000	28.9	1620	44.6
"Luxembourg"	1854	"europe"	159000	36.9	2180	33.8
"Macedonia, FYR"	1854	"europe"	530000	36.1	898	31.1
"Madagascar"	1854	"africa"	2120000	30.5	677	38.8
"Malawi"	1854	"africa"	739000	30.3	353	44.8
"Malaysia"	1854	"asia"	580000	30.6	1070	22.4
"Maldives"	1854	"asia"	51500	32.6	842	41.3
"Mali"	1854	"africa"	1920000	26.4	611	49.2
"Malta"	1854	"europe"	167000	28.7	1070	28
"Mauritania"	1854	"africa"	441000	32	623	40.3
"Mauritius"	1854	"africa"	234000	7.5	1110	38.6
"Mexico"	1854	"americas"	8000000	26.9	1280	32
"Micronesia, Fed. Sts."	1854	"asia"	19500	26.7	535	42.4
"Moldova"	1854	"europe"	974000	33.1	749	43.4
"Mongolia"	1854	"asia"	652000	31.8	629	32
"Montenegro"	1854	"europe"	171000	35.4	1380	30.2
"Morocco"	1854	"africa"	3390000	33.1	760	57.8
"Mozambique"	1854	"africa"	2810000	30.3	403	54.9
"Myanmar"	1854	"asia"	3990000	30.8	846	28.8
"Namibia"	1854	"africa"	229000	32.4	900	51.4
"Nepal"	1854	"asia"	4430000	32.8	659	25.8
"Netherlands"	1854	"europe"	3210000	38.6	4800	46.2
"New Zealand"	1854	"asia"	112000	34	2470	38.2
"Nicaragua"	1854	"americas"	359000	25.4	1400	39.4
"Niger"	1854	"africa"	1490000	30.8	527	34.9
"Nigeria"	1854	"africa"	14000000	30.4	1030	45.2
"North Korea"	1854	"asia"	4480000	26	548	37
"Norway"	1854	"europe"	1470000	51.6	1900	33
"Oman"	1854	"asia"	350000	32.3	1060	40
"Pakistan"	1854	"asia"	15300000	25.8	1020	27.6
"Palestine"	1854	"asia"	173000	32.1	1230	34
"Panama"	1854	"americas"	142000	32.9	1250	40.8
"Papua New Guinea"	1854	"asia"	934000	31.5	615	32.6
"Paraguay"	1854	"americas"	349000	35.5	1280	40.8
"Peru"	1854	"americas"	2120000	35.7	1320	43.3
"Philippines"	1854	"asia"	3380000	30.9	1010	32
"Poland"	1854	"europe"	13800000	35.9	1490	31.2
"Portugal"	1854	"europe"	3900000	35.6	1720	39.4
"Qatar"	1854	"asia"	14100	30.8	1340	40
"Romania"	1854	"europe"	8220000	35.7	1300	40.5
"Russia"	1854	"europe"	42600000	27.5	1820	48.6
"Rwanda"	1854	"africa"	1150000	31.8	462	42.5
"Samoa"	1854	"asia"	45300	25.4	1580	42.1
"Sao Tome and Principe"	1854	"africa"	29300	31	940	32.1
"Saudi Arabia"	1854	"asia"	2260000	32.1	894	40
"Senegal"	1854	"africa"	1270000	25.2	588	51.8
"Serbia"	1854	"europe"	2900000	35.5	1770	33.7
"Seychelles"	1854	"africa"	14100	37	980	41.3
"Sierra Leone"	1854	"africa"	1000000	25.1	867	41.2
"Singapore"	1854	"asia"	61200	34	1100	47
"Slovak Republic"	1854	"europe"	2420000	36.4	1860	39.5
"Slovenia"	1854	"europe"	634000	36.6	1830	24.3
"Solomon Islands"	1854	"asia"	65800	25.1	410	46.1
"Somalia"	1854	"africa"	1240000	29.4	730	50.9
"South Africa"	1854	"africa"	2180000	33.5	1700	35.2
"South Korea"	1854	"asia"	9590000	25.8	545	32
"South Sudan"	1854	"africa"	1250000	26.7	599	45
"Spain"	1854	"europe"	15200000	29.5	1750	27.3
"Sri Lanka"	1854	"asia"	2310000	32.6	1010	37.2
"St. Lucia"	1854	"americas"	25300	28	981	42.6
"St. Vincent and the Grenadines"	1854	"americas"	30700	26	1060	40
"Sudan"	1854	"africa"	4710000	31.4	613	33.9
"Suriname"	1854	"americas"	104000	32.9	2060	45.6
"Swaziland"	1854	"africa"	86100	32.3	579	60.5
"Sweden"	1854	"europe"	3590000	44.5	1760	33.7
"Switzerland"	1854	"europe"	2430000	38	3410	45.9
"Syria"	1854	"asia"	1500000	31.1	1130	50.2
"Tajikistan"	1854	"asia"	637000	24.2	679	36.4
"Tanzania"	1854	"africa"	3400000	32.2	618	27.9
"Thailand"	1854	"asia"	5350000	30.4	981	39.9
"Timor-Leste"	1854	"asia"	200000	28.9	580	35.9
"Togo"	1854	"africa"	602000	31.3	807	43.6
"Tonga"	1854	"asia"	18600	28.2	746	37.7
"Trinidad and Tobago"	1854	"americas"	89100	38.8	1480	45.5
"Tunisia"	1854	"africa"	1070000	28.8	845	77.4
"Turkey"	1854	"europe"	11200000	35	1470	39.1
"Turkmenistan"	1854	"asia"	502000	24	1200	35
"Uganda"	1854	"africa"	2350000	25.3	548	43.6
"Ukraine"	1854	"europe"	15400000	36.6	973	27.6
"United Arab Emirates"	1854	"asia"	40200	30.7	1220	40
"United Kingdom"	1854	"europe"	23400000	39.3	5080	44.5
"United States"	1854	"americas"	27100000	39.4	3580	41.5
"Uruguay"	1854	"americas"	169000	32.9	3910	54.7
"Uzbekistan"	1854	"asia"	2620000	26.9	559	33.9
"Vanuatu"	1854	"asia"	32000	24.3	659	37.6
"Venezuela"	1854	"americas"	1380000	32.2	795	62.8
"Vietnam"	1854	"asia"	8990000	32	843	34.2
"Yemen"	1854	"asia"	2760000	23.4	1020	51.6
"Zambia"	1854	"africa"	746000	32.6	756	54.5
"Zimbabwe"	1854	"africa"	1380000	33.7	927	27.5
"Afghanistan"	1855	"asia"	3890000	27.6	681	35.8
"Albania"	1855	"europe"	528000	35.4	724	38.9
"Algeria"	1855	"africa"	3420000	28.8	1070	57.2
"Angola"	1855	"africa"	2040000	27	786	45.7
"Antigua and Barbuda"	1855	"americas"	36900	33.5	961	40
"Argentina"	1855	"americas"	1260000	33.2	2480	38.6
"Armenia"	1855	"europe"	570000	34	590	39.3
"Australia"	1855	"asia"	977000	34	4140	40.1
"Austria"	1855	"europe"	4100000	34.4	3050	22.7
"Azerbaijan"	1855	"europe"	1220000	29.2	945	70.5
"Bahamas"	1855	"americas"	31300	35.2	1840	40
"Bahrain"	1855	"asia"	64500	30.3	1620	40
"Bangladesh"	1855	"asia"	23200000	25.5	879	29.3
"Barbados"	1855	"americas"	142000	32.1	1160	40
"Belarus"	1855	"europe"	3250000	36.2	753	51.1
"Belgium"	1855	"europe"	4590000	37.5	3820	35.3
"Belize"	1855	"americas"	25900	26.5	735	60.3
"Benin"	1855	"africa"	897000	31	709	38.6
"Bhutan"	1855	"asia"	107000	28.8	676	40.9
"Bolivia"	1855	"americas"	1410000	33	1190	39.2
"Bosnia and Herzegovina"	1855	"europe"	1160000	35.1	783	30
"Botswana"	1855	"africa"	121000	33.6	472	47
"Brazil"	1855	"americas"	7840000	32	1130	30.2
"Brunei"	1855	"asia"	4390	29.2	1710	40
"Bulgaria"	1855	"europe"	2520000	38.2	1300	40.8
"Burkina Faso"	1855	"africa"	2150000	29.2	500	38.1
"Burundi"	1855	"africa"	1170000	31.5	440	35.1
"Cambodia"	1855	"asia"	2260000	35	954	42
"Cameroon"	1855	"africa"	2060000	28.8	744	33.4
"Canada"	1855	"americas"	2880000	41.3	2300	30.7
"Cape Verde"	1855	"africa"	76300	33.8	616	52.5
"Central African Republic"	1855	"africa"	567000	30	504	57.6
"Chad"	1855	"africa"	1440000	30.9	497	34.1
"Chile"	1855	"americas"	1540000	32	1470	64.2
"China"	1855	"asia"	393000000	27	983	28.8
"Colombia"	1855	"americas"	2130000	32	1060	59.1
"Comoros"	1855	"africa"	74300	32.1	736	34.1
"Congo, Dem. Rep."	1855	"africa"	6510000	31.6	608	40.4
"Congo, Rep."	1855	"africa"	406000	32.7	672	51.5
"Costa Rica"	1855	"americas"	108000	30.2	1150	42.1
"Cote d Ivoire"	1855	"africa"	1380000	31.2	1010	40.3
"Croatia"	1855	"europe"	1670000	36.1	1760	18.5
"Cuba"	1855	"americas"	1270000	36.5	1630	40
"Cyprus"	1855	"europe"	186000	38.5	1300	30.1
"Czech Republic"	1855	"europe"	6270000	35	2500	32.6
"Denmark"	1855	"europe"	1600000	46.2	3180	35
"Djibouti"	1855	"africa"	29900	29.9	895	36.5
"Dominican Republic"	1855	"americas"	169000	29.9	809	39.9
"Ecuador"	1855	"americas"	863000	32.9	663	41.9
"Egypt"	1855	"africa"	6030000	33	932	34.6
"El Salvador"	1855	"americas"	396000	28.7	1310	41.2
"Equatorial Guinea"	1855	"africa"	90300	29.8	382	40
"Eritrea"	1855	"africa"	326000	30.2	583	40
"Estonia"	1855	"europe"	461000	39.4	1200	47.8
"Ethiopia"	1855	"africa"	4840000	29.7	531	47.7
"Fiji"	1855	"asia"	135000	26.1	886	35.3
"Finland"	1855	"europe"	1680000	31.9	1550	47.1
"France"	1855	"europe"	36900000	37.5	3110	68.6
"Gabon"	1855	"africa"	212000	30.6	393	46.3
"Gambia"	1855	"africa"	134000	28.8	841	39.6
"Georgia"	1855	"europe"	1480000	31.9	643	26.9
"Germany"	1855	"europe"	35000000	38.4	2170	41.9
"Ghana"	1855	"africa"	1700000	28	727	37.1
"Greece"	1855	"europe"	3190000	36.6	1850	51.6
"Grenada"	1855	"americas"	32700	37.3	1120	40
"Guatemala"	1855	"americas"	905000	25.8	1140	37.4
"Guinea"	1855	"africa"	1340000	30.1	485	34.4
"Guinea-Bissau"	1855	"africa"	276000	32	802	49.5
"Guyana"	1855	"americas"	211000	31.1	1540	39.5
"Haiti"	1855	"americas"	991000	29	907	47.5
"Honduras"	1855	"americas"	359000	33.9	1060	58.5
"Hungary"	1855	"europe"	5340000	36	1640	27.5
"Iceland"	1855	"europe"	77100	38.1	1360	25.8
"India"	1855	"asia"	201000000	25.4	1060	38.1
"Indonesia"	1855	"asia"	23000000	30	1050	32.6
"Iran"	1855	"asia"	7800000	25.6	1050	61.4
"Iraq"	1855	"asia"	1420000	31.2	1120	43.7
"Ireland"	1855	"europe"	4610000	38.3	2390	27.6
"Israel"	1855	"asia"	220000	32	887	34.7
"Italy"	1855	"europe"	25300000	29.7	2210	52.8
"Jamaica"	1855	"americas"	426000	34.2	912	41.3
"Japan"	1855	"asia"	32700000	36.4	1150	40.4
"Jordan"	1855	"asia"	251000	31.7	1130	36.9
"Kazakhstan"	1855	"asia"	2820000	26.2	1460	35.3
"Kenya"	1855	"africa"	2580000	25.5	1010	54.1
"Kiribati"	1855	"asia"	20200	24.9	578	37
"Kuwait"	1855	"asia"	81200	26	1350	40
"Kyrgyz Republic"	1855	"asia"	731000	23.9	693	36.9
"Lao"	1855	"asia"	656000	31.9	942	32.6
"Latvia"	1855	"europe"	815000	33	964	45
"Lebanon"	1855	"asia"	425000	29.7	1400	48.3
"Lesotho"	1855	"africa"	360000	32.8	405	56
"Liberia"	1855	"africa"	419000	31.1	878	36.5
"Libya"	1855	"africa"	645000	33.1	1620	40
"Lithuania"	1855	"europe"	1080000	28.9	1630	44.6
"Luxembourg"	1855	"europe"	160000	36.9	2200	33.8
"Macedonia, FYR"	1855	"europe"	534000	36.1	902	31.1
"Madagascar"	1855	"africa"	2140000	30.5	680	38.8
"Malawi"	1855	"africa"	739000	30.3	353	44.8
"Malaysia"	1855	"asia"	592000	30.6	1070	22.9
"Maldives"	1855	"asia"	51700	32.6	842	41.3
"Mali"	1855	"africa"	1940000	26.4	612	49.2
"Malta"	1855	"europe"	168000	28.7	1080	28
"Mauritania"	1855	"africa"	443000	32	626	40.3
"Mauritius"	1855	"africa"	242000	29.7	1120	38.6
"Mexico"	1855	"americas"	8070000	26.9	1280	32.7
"Micronesia, Fed. Sts."	1855	"asia"	19600	26.7	536	42.4
"Moldova"	1855	"europe"	983000	33.1	753	43.4
"Mongolia"	1855	"asia"	653000	31.8	630	32
"Montenegro"	1855	"europe"	173000	35.4	1380	30.2
"Morocco"	1855	"africa"	3410000	33.1	762	57.3
"Mozambique"	1855	"africa"	2830000	30.3	403	55
"Myanmar"	1855	"asia"	4010000	30.8	847	29.4
"Namibia"	1855	"africa"	229000	32.4	913	51.4
"Nepal"	1855	"asia"	4450000	32.8	659	25.8
"Netherlands"	1855	"europe"	3230000	34.5	4660	46.5
"New Zealand"	1855	"asia"	117000	34	2640	38.2
"Nicaragua"	1855	"americas"	362000	25.4	1420	39.4
"Niger"	1855	"africa"	1500000	30.8	530	34.9
"Nigeria"	1855	"africa"	14100000	30.4	1030	44.9
"North Korea"	1855	"asia"	4490000	26	547	37
"Norway"	1855	"europe"	1490000	50.4	2000	33.3
"Oman"	1855	"asia"	351000	32.3	1060	40
"Pakistan"	1855	"asia"	15300000	25.8	1020	28.2
"Palestine"	1855	"asia"	174000	32.1	1230	34
"Panama"	1855	"americas"	144000	32.9	1260	40.9
"Papua New Guinea"	1855	"asia"	940000	31.5	617	33.4
"Paraguay"	1855	"americas"	353000	35.5	1300	40.8
"Peru"	1855	"americas"	2150000	35.7	1320	43.5
"Philippines"	1855	"asia"	3440000	30.9	1020	32.7
"Poland"	1855	"europe"	14000000	35.9	1500	31.3
"Portugal"	1855	"europe"	3920000	35.6	1690	40
"Qatar"	1855	"asia"	14100	30.8	1350	40
"Romania"	1855	"europe"	8280000	35.7	1320	40.5
"Russia"	1855	"europe"	43000000	27.5	1840	48.4
"Rwanda"	1855	"africa"	1160000	31.8	462	42.5
"Samoa"	1855	"asia"	45100	25.4	1580	42.1
"Sao Tome and Principe"	1855	"africa"	29600	31	942	32.1
"Saudi Arabia"	1855	"asia"	2260000	32.1	895	40
"Senegal"	1855	"africa"	1280000	25.2	590	51.7
"Serbia"	1855	"europe"	2920000	35.5	1770	33.7
"Seychelles"	1855	"africa"	14100	37	984	41.3
"Sierra Leone"	1855	"africa"	1010000	25.1	872	41.2
"Singapore"	1855	"asia"	62400	34	1110	47
"Slovak Republic"	1855	"europe"	2430000	36.4	1860	39.7
"Slovenia"	1855	"europe"	640000	36.6	1840	24.8
"Solomon Islands"	1855	"asia"	66000	25.1	412	46.1
"Somalia"	1855	"africa"	1250000	29.4	731	50.9
"South Africa"	1855	"africa"	2200000	33.5	1820	35.2
"South Korea"	1855	"asia"	9600000	25.8	544	32
"South Sudan"	1855	"africa"	1270000	26.7	602	45
"Spain"	1855	"europe"	15300000	29.5	1820	27.3
"Sri Lanka"	1855	"asia"	2340000	32.6	1030	37.2
"St. Lucia"	1855	"americas"	25600	28	984	42.6
"St. Vincent and the Grenadines"	1855	"americas"	30900	26	1060	40
"Sudan"	1855	"africa"	4710000	31.4	615	33.9
"Suriname"	1855	"americas"	105000	32.9	2080	45.6
"Swaziland"	1855	"africa"	86100	32.3	581	60.5
"Sweden"	1855	"europe"	3620000	43.1	1870	33.9
"Switzerland"	1855	"europe"	2440000	38	3960	46
"Syria"	1855	"asia"	1500000	31.1	1130	50.1
"Tajikistan"	1855	"asia"	643000	24.2	683	36.4
"Tanzania"	1855	"africa"	3420000	32.2	619	27.9
"Thailand"	1855	"asia"	5380000	30.4	982	39.6
"Timor-Leste"	1855	"asia"	202000	28.9	581	35.9
"Togo"	1855	"africa"	607000	31.3	810	43.6
